iter	Logloss
224	0.0009639133168
225	0.0009639205194
226	0.0009639128666
227	0.0009639169181
228	0.0009639169181
229	0.0009639064518
230	0.0009639115161
231	0.0009520492212
232	0.0009390992715
233	0.0009390980899
234	0.0009390805334
235	0.0009390805334
236	0.0009323044264
237	0.0009322859697
238	0.0009322780918
239	0.0009322860822
240	0.0009322798362
241	0.0009322722397
242	0.0009322722397
243	0.0009199615804
244	0.00091995359
245	0.0009199435738
246	0.0009199430111
247	0.0009199348519
248	0.0009199348519
249	0.0009199348519
250	0.0009199341204
251	0.0009088943892
252	0.0009088812219
253	0.000908881672
254	0.000908881672
255	0.000908881672
256	0.0009088560126
257	0.000908850273
258	0.0009088445334
259	0.0009088436331
260	0.0009088394128
261	0.0009088288902
262	0.0009088293404
263	0.0009088216876
264	0.0009088216876
265	0.0009088166232
266	0.0008967287394
267	0.0008967164161
268	0.0008967374613
269	0.0008967247441
270	0.0008967131524
271	0.0008967113517
272	0.0008966969465
273	0.0008966811344
274	0.0008966999851
275	0.000896671062
276	0.000896671062
277	0.0008966618336
278	0.0008843182561
279	0.0008843182561
280	0.0008781495341
281	0.0008781562865
282	0.0008781333281
283	0.0008781333281
284	0.0008781397993
285	0.0008781473395
286	0.0008781336095
287	0.0008781441884
288	0.0008781103697
289	0.0008781228055
290	0.0008781116077
291	0.0008781121141
292	0.0008781107074
293	0.0008658912628
294	0.0008658920506
295	0.00086589734
296	0.000865871962
297	0.0008658662787
298	0.0008572619958
299	0.0008572406692
300	0.0008572399377
301	0.0008572257575
302	0.0008572260389
303	0.0008572311595
304	0.0008572090451
305	0.0008572030242
306	0.0008571827105
307	0.0008571878874
308	0.0008571877186
309	0.0008571764645
310	0.0008571748326
311	0.0008571766895
312	0.0008571621155
313	0.000857149961
314	0.000857149961
315	0.000857149961
316	0.0008571576138
317	0.0008571427584
318	0.000848073005
319	0.0008480618071
320	0.0008374873214
321	0.0008374825946
322	0.0008374671765
323	0.0008374711154
324	0.0008374719032
325	0.0008374597488
326	0.000837462281
327	0.0008374360588
328	0.0008374348772
329	0.0008374348772
330	0.0008374462438
331	0.0008374244108
332	0.0008374348209
333	0.0008374201905
334	0.0008374295877
335	0.0008280716726
336	0.0008182337691
337	0.0008182337691
338	0.0008182236404
339	0.000809554365
340	0.0008095403536
341	0.0008095580225
342	0.0008095580225
343	0.0008095487379
344	0.0008095222907
345	0.0008095222907
346	0.0008095349516
347	0.0008095349516
348	0.0007994721908
349	0.0007994698837
350	0.0007901190023
351	0.0007900984073
352	0.0007901053286
353	0.0007900979009
354	0.0007900807946
355	0.0007806816893
356	0.0007806617133
357	0.0007806546794
358	0.0007806507405
359	0.0007806430314
360	0.0007806430314
361	0.0007806475893
362	0.000780637123
363	0.0007806320587
364	0.0007806340844
365	0.0007806400491
366	0.0007806400491
367	0.0007806255313
368	0.0007806255313
369	0.0007806210859
370	0.0007806286824
371	0.0007806173158
372	0.0007806082562
373	0.0007806097755
374	0.0007806008847
375	0.0007806008847
376	0.0007805936258
377	0.0007805936258
378	0.0007802496999
379	0.0007802429474
380	0.0007802506565
381	0.0007802506565
382	0.0007802383895
383	0.0007802424409
384	0.0007802433413
385	0.0007802236466
386	0.0007802170629
387	0.0007802141368
388	0.000780215206
389	0.0007802335502
390	0.0007801929228
391	0.0007801813311
392	0.0007801805433
393	0.0007801623116
394	0.0007689748138
395	0.0007689659793
396	0.0007689659793
397	0.000768970706
398	0.000768970706
399	0.0007689661481
400	0.0007689554567
401	0.0007689519679
402	0.0007689366623
403	0.0007689448216
404	0.0007689425707
405	0.0007689353118
406	0.0007689380128
407	0.0007689171927
408	0.0007689260272
409	0.0007689435273
410	0.0007689435273
411	0.0007689264773
412	0.0007689095399
413	0.0007689125785
414	0.0007689098775
415	0.0007689034627
416	0.000768889395
417	0.0007689001427
418	0.0007689023372
419	0.0007588788533
420	0.0007588646168
421	0.0007493256791
422	0.0007493414911
423	0.000749327311
424	0.0007493089105
425	0.000749304859
426	0.0007493219652
427	0.0007493068285
428	0.0007493005824
429	0.0007492960245
430	0.000749297994
431	0.000749293436
432	0.0007441266685
433	0.0007441266685
434	0.0007441129948
435	0.0007441051732
436	0.0007345939206
437	0.0007345889125
438	0.0007345831166
439	0.0007345900942
440	0.0007345900942
441	0.0007345886311
442	0.000734581316
443	0.0007345920074
444	0.0007345816536
445	0.0007242667441
446	0.0007242667441
447	0.0007242626927
448	0.0007242655625
449	0.0007242544772
450	0.0007242544772
451	0.0007242410848
452	0.0007242531267
453	0.0007242382712
454	0.0007242383275
455	0.000724234276
456	0.000724212443
457	0.000724192692
458	0.0007241955056
459	0.0007241803125
460	0.0007241997259
461	0.0007241894846
462	0.0007155610616
463	0.0007155610616
464	0.000715567589
465	0.0007155548719
466	0.0007155534651
467	0.0007155382158
468	0.00071553951
469	0.00071553951
470	0.0007068518904
471	0.0007068516653
472	0.0007068538036
473	0.0007068537473
474	0.0007068384417
475	0.0007068384417
476	0.0007068384417
477	0.0007068265123
478	0.0007068288757
479	0.0007068257245
480	0.0007068323645
481	0.0006989611751
482	0.0006919083855
483	0.0006919177264
484	0.0006919177264
485	0.0006919225094
486	0.0006918991571
487	0.0006918954996
488	0.0006918927986
489	0.0006830116643
490	0.0006829973153
491	0.0006829934326
492	0.0006829951207
493	0.0006830129022
494	0.0006745063614
495	0.0006744969642
496	0.0006745065302
497	0.0006745025913
498	0.0006745099627
499	0.0006744893114
500	0.0006744845284
501	0.0006744885799
502	0.0006662597346
503	0.0006662597346
504	0.0006662590593
505	0.0006662305301
506	0.0006662410527
507	0.0006662410527
508	0.0006662368324
509	0.0006662368324
510	0.0006662378453
511	0.00066623717
512	0.0006662406588
513	0.0006662195011
514	0.0006662108917
515	0.0006662108917
516	0.0006662333436
517	0.0006662413341
518	0.0006662334562
519	0.0006662112856
520	0.0006662133113
521	0.0006662023948
522	0.0006662184319
523	0.0006662089222
524	0.0006661965989
525	0.0006662003691
526	0.000666180393
527	0.0006662020572
528	0.0006661910281
529	0.0006661873706
530	0.0006661756663
531	0.0006661732466
532	0.0006661649186
533	0.0006661628928
534	0.0006661619925
535	0.0006661613173
536	0.0006661613173
537	0.0006661501194
538	0.0006661632305
539	0.0006661571532
540	0.0006661524265
541	0.0006661466869
542	0.000666142748
543	0.0006661509072
544	0.0006661517513
545	0.0006661517513
546	0.0006661452801
547	0.0006661360518
548	0.0006661282301
549	0.0006661239536
550	0.0006661354328
551	0.0006661371209
552	0.0006661301433
553	0.0006661327318
554	0.0006661323379
555	0.000666122378
556	0.0006661181577
557	0.0006661181577
558	0.0006661254166
559	0.0006580328587
560	0.0006580390485
561	0.0006580380919
562	0.0006580326899
563	0.0006580339278
564	0.0006580259374
565	0.0006580296513
566	0.000658028976
567	0.0006580216608
568	0.0006580378668
569	0.0006580101254
570	0.0006580214357
571	0.0006580073681
572	0.0006580063552
573	0.0006580014034
574	0.0006579831717
575	0.000658000278
576	0.0006580001655
577	0.0006580001655
578	0.0006579882361
579	0.000657980527
580	0.0006579727054
581	0.0006579736057
582	0.0006579822151
583	0.0006579813711
584	0.0006579683163
585	0.0006579787826
586	0.0006579821589
587	0.0006579679787
588	0.0006579902618
589	0.0006579756877
590	0.0006579718051
591	0.0006579656153
592	0.0006579656153
593	0.0006579691041
594	0.0006579795141
595	0.0006579733806
596	0.0006579504222
597	0.000657956612
598	0.000657956612
599	0.000657947665
600	0.0006579604384
601	0.0006579291519
602	0.0006579283642
603	0.0006579404061
604	0.0006579406312
605	0.0006579265072
606	0.0006579335411
607	0.0006579324156
608	0.0006579303899
609	0.0006579173351
610	0.0006579173351
611	0.0006579193609
612	0.0006579269011
613	0.0006579153094
614	0.0006579136213
615	0.0006579079379
616	0.0006579230747
617	0.0006579243689
618	0.0006579212741
619	0.0006578915069
620	0.0006578969089
621	0.0006579106952
622	0.0006579128335
623	0.0006579128335
624	0.0006579128335
625	0.0006579009041
626	0.0006579020858
627	0.0006579041678
628	0.0006578956709
629	0.0006579140152
630	0.0006579051807
631	0.0006578919571
632	0.0006578944893
633	0.0006578998912
634	0.0006578953896
635	0.0006578953896
636	0.0006578857673
637	0.0006578857673
638	0.0006578857673
639	0.0006578857673
640	0.0006578891998
641	0.0006578919571
642	0.0006578805341
643	0.0006578805341
644	0.0006578776081
645	0.0006578762576
646	0.0006578758074
647	0.0006578616272
648	0.0006578580822
649	0.0006578795775
650	0.0006578574069
651	0.0006578475596
652	0.0006578595452
653	0.0006578546497
654	0.0006578499229
655	0.0006578499229
656	0.0006578505419
657	0.0006578500917
658	0.0006578491351
659	0.0006578529615
660	0.0006578376559
661	0.0006578409196
662	0.0006578504856
663	0.0006578270771
664	0.0006578271333
665	0.0006578306784
666	0.0006578385563
667	0.0006578411447
668	0.0006578411447
669	0.000657822688
670	0.000657822688
671	0.000657848685
672	0.0006578430579
673	0.0006578261767
674	0.0006578261767
675	0.0006578388939
676	0.0006578177924
677	0.0006578240384
678	0.000657819987
679	0.0006578194805
680	0.0006578110399
681	0.0006578110399
682	0.0006578170609
683	0.0006578090705
684	0.0006578045688
685	0.0006578124467
686	0.0006578002922
687	0.0006577899385
688	0.000657785268
689	0.0006578011926
690	0.0006577916266
691	0.0006577893757
692	0.0006577831297
693	0.0006577857182
694	0.0006578060881
695	0.0006577812165
696	0.0006577839738
697	0.0006577855493
698	0.0006577809352
699	0.0006577666424
700	0.0006577703563
701	0.0006577742952
702	0.0006577822294
703	0.0006577766586
704	0.000657772382
705	0.0006577653482
706	0.0006577755332
707	0.000657777784
708	0.0006577606777
709	0.0006577575266
710	0.0006577589896
711	0.0006577748579
712	0.0006577581456
713	0.0006577486921
714	0.0006577620282
715	0.0006577652919
716	0.000657777165
717	0.0006577526873
718	0.0006577693434
719	0.0006577625909
720	0.000657752631
721	0.0006577611842
722	0.000657757189
723	0.0006577533626
724	0.0006577645041
725	0.0006577633225
726	0.0006577509429
727	0.0006577501551
728	0.0006577605652
729	0.0006577566263
730	0.0006577440779
731	0.0006577686119
732	0.0006577629848
733	0.0006577485233
734	0.0006577498738
735	0.0006577346807
736	0.0006577444155
737	0.0006577465538
738	0.0006577535314
739	0.0006577494799
740	0.0006577383946
741	0.0006577629286
742	0.0006577473979
743	0.000657747848
744	0.0006577469477
745	0.0006577494236
746	0.0006577379444
747	0.0006577447532
748	0.0006577241018
749	0.0006577263527
750	0.0006577373817
751	0.0006577320923
752	0.0006577261276
753	0.0006577282659
754	0.0006577268028
755	0.0006577229764
756	0.0006577264652
757	0.0006577232015
758	0.0006577162802
759	0.0006577045197
760	0.0006577221324
761	0.00065770542
762	0.0006577031129
763	0.0006577036756
764	0.0006576942784
765	0.0006576984424
766	0.0006576977109
767	0.0006576887639
768	0.0006576838121
769	0.000657688989
770	0.0006576905646
771	0.0006576959103
772	0.0006576921964
773	0.0006576791979
774	0.0006576907334
775	0.0006577015936
776	0.0006576819552
777	0.0006576860629
778	0.000657676103
779	0.0006576779037
780	0.0006576708698
781	0.0006576708698
782	0.0006576778474
783	0.0006576778474
784	0.0006576778474
785	0.0006576744712
786	0.000657667775
787	0.0006576635547
788	0.0006576575337
789	0.0006576652428
790	0.0006576603472
791	0.0006576603472
792	0.0006576603472
793	0.0006576603472
794	0.0006576603472
795	0.0006576603472
796	0.0006576595595
797	0.0006576595595
798	0.000657665074
799	0.0006576604035
800	0.0006576604035
801	0.0006576604035
802	0.0006576513439
803	0.0006576412715
804	0.0006576430722
805	0.0006576375576
806	0.0006576400898
807	0.0006576355319
808	0.0006576337312
809	0.0006576332811
810	0.0006576371075
811	0.0006576395271
812	0.0006576263035
813	0.000657624953
814	0.000657625572
815	0.000657617469
816	0.0006576204514
817	0.0006576143179
818	0.0006576134738
819	0.000657631818
820	0.0006576292859
821	0.0006576212392
822	0.0006576142053
823	0.0006576196073
824	0.0006576247842
825	0.0006576171314
826	0.0006576049207
827	0.0006576179755
828	0.0006576156684
829	0.0006576227585
830	0.0006576152745
831	0.0006576126298
832	0.0006576232086
833	0.0006576169626
834	0.0006576198324
835	0.0006576244466
836	0.00065762349
837	0.0006576074529
838	0.0006576279916
839	0.0006576155558
840	0.0006576112793
841	0.0006576117294
842	0.0006576323807
843	0.0006576160623
844	0.0006576281604
845	0.0006576039078
846	0.0006576156121
847	0.0006576045268
848	0.0006576040766
849	0.0006575897839
850	0.0006575928788
851	0.0006576068339
852	0.0006575973804
853	0.0006576014319
854	0.0006576136426
855	0.00065760312
856	0.0006576145992
857	0.0006576169626
858	0.0006576090284
859	0.000657601657
860	0.0006576273727
861	0.0006576189883
862	0.0006576014319
863	0.000657616625
864	0.0006576121796
865	0.0006576129674
866	0.0006576043017
867	0.0006576073966
868	0.0006576216893
869	0.0006575956923
870	0.0006576113355
871	0.0006575972679
872	0.0006576027824
873	0.0006576006441
874	0.000657601657
875	0.0006576035702
876	0.0006575922598
877	0.0006575968177
878	0.0006576089722
879	0.0006575998563
880	0.0006575910781
881	0.0006575964801
882	0.0006576122359
883	0.0006575964801
884	0.0006576067213
885	0.0006576203388
886	0.0006575941167
887	0.0006575923161
888	0.000657581906
889	0.0006575941167
890	0.0006576004753
891	0.0006575932164
892	0.0006575832565
893	0.0006575833128
894	0.0006575864077
895	0.0006575841568
896	0.0006575764478
897	0.0006575644621
898	0.0006575856761
899	0.0006575639557
900	0.0006575869141
901	0.0006575782484
902	0.0006575651374
903	0.0006575749847
904	0.0006575787549
905	0.0006575770105
906	0.0006575835379
907	0.0006575791487
908	0.000657578361
909	0.0006575837629
910	0.0006575723963
911	0.000657577123
912	0.0006575673319
913	0.0006575740281
914	0.0006575745346
915	0.0006575685699
916	0.0006575754349
917	0.0006575773481
918	0.0006575602981
919	0.0006575569219
920	0.0006575684011
921	0.000657564237
922	0.0006575645747
923	0.0006575703705
924	0.0006575534331
925	0.0006575531517
926	0.0006575425728
927	0.000657566094
928	0.0006575511823
929	0.0006575386339
930	0.0006575536582
931	0.0006575479748
932	0.0006575439796
933	0.0006575585537
934	0.0006575509009
935	0.0006575546148
936	0.0006575534893
937	0.0006575479748
938	0.0006575503382
939	0.0006575366082
940	0.0006575438108
941	0.0006575649686
942	0.0006575390278
943	0.0006575303059
944	0.0006575628865
945	0.0006575513511
946	0.0006575440359
947	0.0006575358204
948	0.0006575439233
949	0.0006575427417
950	0.0006575417288
951	0.0006575436983
952	0.0006575263669
953	0.0006575394217
954	0.0006575246788
955	0.0006575215276
956	0.0006575264795
957	0.0006575395905
958	0.0006575331757
959	0.0006575222029
960	0.0006575329506
961	0.0006575161257
962	0.0006575222029
963	0.0006575189392
964	0.0006575138748
965	0.0006575252415
966	0.0006575222592
967	0.000657521809
968	0.0006575084166
969	0.0006575175887
970	0.0006575059407
971	0.0006575243974
972	0.0006575213026
973	0.0006575107237
974	0.0006575297432
975	0.0006575119616
976	0.0006575156192
977	0.0006574960933
978	0.0006575050966
979	0.00065752119
980	0.0006575214714
981	0.0006575022831
982	0.0006575002011
983	0.0006575071224
984	0.0006574811253
985	0.0006574941801
986	0.0006574784244
987	0.000657481463
988	0.0006574680706
989	0.0006574987943
990	0.0006574725722
991	0.0006574953055
992	0.0006574864711
993	0.0006574866961
994	0.00065748709
995	0.0006574765112
996	0.0006574646943
997	0.0006574699838
998	0.0006574752732
999	0.0006574619933
